policy_number,policy_bind_date,policy_state,policy_deductible,policy_annual_premium,umbrella_limit,insured_zip,insured_age,insured_sex,insured_occupation,insured_hobbies,incident_date,incident_state,incident_severity,incident_city,incident_location,incident_hour_of_the_day,peril_type,authorities_contacted,police_report_available,cov_A,cov_E,personal_liability_ind,property_claim_amount,injury_claim_amount,total_claim_amount,liberty_prior_claim,other_prior_claim,fraud_reported
824114,11/8/1995,IL,1000,1174.939523,0,46057,44,FEMALE,other-service,polo,1/7/2015,WV,minor damage,Northbrook,9161 4th Hwy,13,hurricane,ambulance,NO,121200,1000000,YES,70186,11800,81986,YES,YES,NO
696413,7/8/1998,IL,1000,2656.725042,0,46174,22,MALE,sales,paintball,1/10/2015,SC,total loss,Hillsdale,6189 Flute St,3,hurricane,ambulance,NO,256800,500000,NO,256800,7380,264180,NO,YES,NO
190304,5/15/2000,IN,500,3746.83015,0,45221,20,MALE,transport-moving,board-games,2/18/2015,WV,total loss,Columbus,7501 Francis Ave,0,hail,other,NO,331800,1000000,NO,331800,20773,352573,YES,NO,NO
858568,6/20/2003,OH,1000,5644.704002,4000000,47860,59,MALE,priv-house-serv,hiking,1/29/2015,SC,minor damage,Arlington,8488 Best Ridge,19,hurricane,other,NO,582200,500000,NO,251899,7114,259013,NO,NO,NO
933751,6/19/2014,IL,500,3636.071752,0,45278,44,MALE,handlers-cleaners,exercise,1/19/2015,NY,trivial damage,Arlington,9100 Lincoln Hwy,10,fire,fire,NO,308200,300000,NO,106632,375,107007,NO,NO,NO
425417,1/6/1995,IL,500,5242.608896,0,47751,29,MALE,transport-moving,hiking,2/20/2015,SC,total loss,Northbrook,7874 Tree Ridge,9,theft,none,NO,441400,500000,NO,441400,6572,447972,YES,NO,NO
158366,8/6/2010,IL,1000,1636.463724,0,47548,30,FEMALE,prof-specialty,camping,1/26/2015,SC,trivial damage,Arlington,7489 Maple Hwy,15,hurricane,other,NO,182200,300000,NO,45661,4980,50641,YES,YES,NO
277454,3/26/1998,IL,1000,4152.488002,5000000,60428,40,FEMALE,sales,skydiving,2/18/2015,WV,total loss,Columbus,3597 Lincoln Drive,21,fire,ambulance,NO,471000,1000000,NO,471000,13672,484672,YES,NO,NO
756704,3/3/1993,OH,500,1039.407228,5000000,43818,25,FEMALE,adm-clerical,sleeping,1/20/2015,NY,minor damage,Columbus,9930 Cherokee Lane,18,other,other,NO,91200,500000,NO,46727,920,47647,NO,YES,NO
272901,1/2/2014,OH,1000,6745.874962,0,46613,31,FEMALE,adm-clerical,video-games,2/3/2015,SC,minor damage,Springfield,2852 Britain Lane,11,hail,other,NO,653600,300000,NO,347628,11854,359482,YES,NO,NO
444410,2/7/1998,IL,1000,2931.83998,0,60284,31,MALE,prof-specialty,base-jumping,3/1/2015,SC,total loss,Arlington,8876 Pine Ave,3,theft,other,NO,252800,1000000,NO,252800,15900,268700,YES,NO,NO
341221,12/30/1991,OH,1000,2501.169897,0,43654,54,MALE,tech-support,board-games,2/24/2015,NY,minor damage,Springfield,9910 Elm Ridge,18,hurricane,other,NO,252800,300000,NO,136449,5104,141553,NO,NO,NO
303407,4/16/1991,IN,500,3775.341554,0,60549,21,FEMALE,machine-op-inspct,video-games,2/13/2015,WV,total loss,Hillsdale,9070 2nd Ave,12,fire,none,NO,377800,1000000,NO,377800,14080,391880,YES,YES,NO
790587,7/10/1998,OH,500,2167.513089,0,43732,35,FEMALE,sales,exercise,1/10/2015,NY,major damage,Columbus,9101 Pine St,8,hurricane,other,NO,231800,1000000,NO,154097,13084,167181,NO,NO,NO
710555,2/13/1992,OH,500,4214.726097,0,43278,23,FEMALE,prof-specialty,chess,2/10/2015,SC,minor damage,Columbus,8534 Tree Ridge,13,fire,other,NO,524400,500000,YES,247089,19982,267071,NO,NO,NO
376343,2/11/1992,IN,1000,2757.712176,0,43646,40,FEMALE,priv-house-serv,video-games,2/21/2015,NC,total loss,Hillsdale,9151 Best Ridge,19,hurricane,other,NO,319200,1000000,NO,319200,5545,324745,NO,NO,NO
231399,8/1/1996,OH,500,4137.87332,0,44263,49,FEMALE,priv-house-serv,paintball,2/13/2015,NY,trivial damage,Hillsdale,1976 3rd Drive,7,hail,ambulance,NO,438000,300000,NO,33860,3320,37180,NO,NO,NO
270286,12/6/2000,IL,1000,2913.488345,0,43087,40,FEMALE,prof-specialty,kayaking,2/16/2015,VA,minor damage,Columbus,3569 Lincoln Hwy,9,theft,other,NO,303600,300000,NO,131720,365,132085,YES,YES,NO
155767,1/18/1991,IL,500,8905.091649,0,47589,50,MALE,handlers-cleaners,dancing,2/20/2015,VA,major damage,Columbus,3795 Sky Ave,23,hurricane,other,NO,778400,500000,NO,603958,14360,618318,NO,NO,NO
282017,5/14/1993,OH,1000,5480.830536,0,43378,30,MALE,tech-support,camping,1/20/2015,VA,major damage,Springfield,9911 Weaver Ave,16,hurricane,other,NO,629000,300000,NO,505794,15434,521228,YES,YES,NO
889171,10/24/1993,IN,1000,4857.328319,8000000,61047,41,FEMALE,exec-managerial,hiking,2/8/2015,NY,minor damage,Riverwood,5014 Apache Ave,17,hurricane,other,NO,520600,300000,NO,284392,1144,285536,NO,NO,NO
253051,2/19/2009,OH,1000,6338.3104,0,46816,34,FEMALE,priv-house-serv,paintball,1/25/2015,SC,major damage,Springfield,3633 Tree St,3,theft,police,YES,608000,500000,YES,372859,13181,386040,NO,NO,NO
579790,12/28/2012,OH,500,2725.055298,0,44196,44,MALE,farming-fishing,sleeping,2/18/2015,WV,trivial damage,Springfield,4391 Pine St,18,theft,police,NO,246600,500000,NO,97826,1453,99279,YES,NO,NO
835505,11/5/1994,OH,1000,2459.052827,5000000,45167,32,MALE,transport-moving,bungie-jumping,2/14/2015,SC,minor damage,Arlington,7092 Pine Ave,17,hail,other,NO,223400,300000,NO,116440,1161,117601,NO,NO,NO
719344,7/25/1993,IN,1000,4688.009352,0,45073,32,MALE,transport-moving,golf,1/31/2015,WV,major damage,Northbrook,8757 Maple Drive,0,hail,other,NO,439600,300000,NO,386494,8421,394915,NO,NO,NO
559251,12/3/2002,IL,500,2181.291465,0,46987,33,FEMALE,priv-house-serv,camping,2/16/2015,SC,minor damage,Northbrook,2191 Best Drive,11,theft,fire,NO,238200,300000,NO,127911,18754,146665,YES,NO,NO
865475,9/23/1998,OH,500,6330.285176,0,46794,33,FEMALE,adm-clerical,hiking,1/18/2015,WV,major damage,Northbrook,8492 Elm St,10,hail,ambulance,NO,554200,300000,YES,448572,14195,462767,YES,NO,NO
817957,1/2/1998,OH,500,3546.291184,0,46513,29,FEMALE,sales,polo,1/17/2015,VA,minor damage,Riverwood,6596 Cherokee Hwy,4,hail,other,NO,419200,500000,NO,170157,17065,187222,YES,NO,NO
244270,5/28/1994,IN,1000,4144.067529,0,61612,28,MALE,transport-moving,cross-fit,2/16/2015,NC,total loss,Arlington,3677 Britain Lane,9,theft,ambulance,NO,372000,500000,NO,372000,8057,380057,NO,NO,NO
775362,6/25/1995,OH,500,2498.051093,0,47857,47,MALE,sales,skydiving,1/15/2015,WV,total loss,Northbrook,9078 Washington Lane,19,fire,other,NO,292000,300000,YES,292000,11890,303890,NO,YES,NO
621990,2/7/2009,IN,500,1718.994776,0,47332,40,FEMALE,exec-managerial,movies,2/12/2015,PA,minor damage,Hillsdale,8107 Britain Ave,12,hail,other,NO,167600,500000,NO,69966,8950,78916,YES,NO,NO
705827,11/13/1998,IL,1000,6412.428832,0,47265,31,FEMALE,armed-forces,skydiving,2/19/2015,WV,total loss,Arlington,8701 Weaver Ridge,2,other,police,NO,658600,300000,NO,658600,5946,664546,NO,NO,NO
479128,7/12/2006,IN,1000,5195.012175,0,46210,29,FEMALE,protective-serv,base-jumping,2/19/2015,NC,minor damage,Columbus,9334 MLK Ridge,13,theft,fire,NO,587400,1000000,NO,318914,219,319133,YES,YES,NO
715526,8/12/2007,IN,1000,3932.025346,0,44196,39,MALE,craft-repair,cross-fit,1/21/2015,WV,minor damage,Columbus,3113 Francis Hwy,13,fire,police,NO,459400,500000,NO,218349,11424,229773,YES,NO,NO
264931,11/10/2007,IN,500,2509.574567,6000000,61772,21,MALE,tech-support,yachting,1/12/2015,NC,minor damage,Northbrook,7538 Andromedia St,16,hurricane,fire,NO,293400,1000000,NO,160517,7406,167923,YES,NO,NO
581215,10/11/2014,IL,500,2916.524589,0,45942,35,FEMALE,exec-managerial,video-games,2/4/2015,SC,total loss,Columbus,5644 Cherokee St,2,fire,other,NO,334800,300000,NO,334800,11866,346666,NO,NO,NO
299783,8/3/2000,OH,1000,3507.469316,6000000,61590,30,FEMALE,machine-op-inspct,base-jumping,1/1/2015,NY,minor damage,Riverwood,6137 Andromedia Lane,13,theft,other,NO,309400,1000000,NO,169373,8884,178257,YES,NO,NO
263079,10/13/1991,OH,1000,2607.60336,0,61989,27,MALE,tech-support,chess,2/21/2015,NY,minor damage,Springfield,3954 Francis St,7,hail,other,NO,273600,1000000,NO,120953,6207,127160,YES,NO,NO
327972,1/12/2000,IL,500,3877.500784,0,46237,26,FEMALE,armed-forces,bungie-jumping,1/8/2015,SC,major damage,Northbrook,1611 Oak Drive,4,theft,other,NO,333000,300000,NO,211961,10403,222364,NO,NO,NO
312416,10/2/1992,IN,1000,4919.223979,0,43978,37,FEMALE,farming-fishing,dancing,1/17/2015,SC,minor damage,Springfield,4087 Solo Ridge,0,hail,other,NO,447400,300000,YES,201596,5414,207010,NO,NO,NO
566203,2/6/2015,IL,1000,1362.60781,0,43575,23,FEMALE,tech-support,golf,2/16/2015,NY,minor damage,Northbrook,3683 Weaver Drive,5,hail,other,NO,143800,1000000,NO,79305,10970,90275,NO,NO,NO
554718,6/30/1992,OH,1000,4633.631726,0,60250,38,FEMALE,prof-specialty,board-games,2/23/2015,NY,total loss,Riverwood,6454 Apache Lane,8,theft,fire,NO,482600,1000000,NO,482600,9032,491632,NO,YES,NO
326960,4/14/2014,OH,1000,3216.185332,0,60225,33,MALE,tech-support,chess,1/31/2015,SC,total loss,Riverwood,1270 Best St,6,fire,fire,NO,313200,1000000,NO,313200,12820,326020,NO,YES,NO
855040,2/16/1999,IN,1000,5462.657071,0,60569,46,MALE,tech-support,sleeping,1/6/2015,WV,minor damage,Hillsdale,3053 Washington Ridge,19,hurricane,other,NO,471400,500000,NO,251363,6433,257796,YES,NO,NO
570383,9/12/1994,IL,500,829.8798926,0,43066,45,FEMALE,tech-support,movies,2/12/2015,VA,total loss,Northbend,1858 5th Ave,15,hail,other,NO,103200,1000000,YES,103200,668,103868,NO,NO,NO
357463,8/15/2013,OH,500,2011.012,0,46513,38,MALE,craft-repair,skydiving,1/25/2015,NY,minor damage,Hillsdale,5295 Weaver Drive,0,fire,other,NO,228800,1000000,YES,119299,1158,120457,NO,NO,NO
703295,5/24/1994,OH,500,3067.877084,6000000,46127,42,MALE,prof-specialty,basketball,2/19/2015,SC,trivial damage,Northbend,9207 Cherokee St,19,theft,fire,NO,277600,300000,YES,76156,4746,80902,YES,NO,NO
507936,4/22/2007,IN,1000,8940.744059,0,44564,45,FEMALE,farming-fishing,movies,2/19/2015,NY,minor damage,Columbus,4205 Texas Ave,7,other,ambulance,NO,756800,500000,YES,307281,10855,318136,NO,YES,NO
348630,3/9/1992,IN,500,3388.049835,0,44473,21,FEMALE,sales,polo,1/2/2015,SC,trivial damage,Northbend,1373 Oak Ave,2,theft,ambulance,NO,339800,500000,NO,106664,18185,124849,NO,NO,NO
414150,11/21/1990,IL,500,1637.641201,0,61788,28,MALE,craft-repair,sleeping,1/16/2015,VA,minor damage,Arlington,6572 Pine St,13,hail,fire,NO,188400,500000,YES,80165,7960,88125,NO,YES,NO
348011,5/17/1993,IL,1000,2523.782065,0,46237,29,FEMALE,farming-fishing,yachting,1/27/2015,NY,minor damage,Arlington,4471 Weaver Lane,8,theft,police,NO,257200,1000000,YES,128564,12643,141207,NO,NO,NO
699292,5/1/1997,OH,500,4912.675647,0,46329,23,FEMALE,craft-repair,reading,2/28/2015,NC,total loss,Arlington,4956 5th St,20,theft,other,NO,466200,1000000,NO,466200,936,467136,NO,NO,NO
305544,12/10/2006,IN,500,2139.243337,0,47793,31,MALE,other-service,kayaking,2/7/2015,NY,trivial damage,Arlington,1156 Britain Ridge,14,fire,ambulance,NO,187400,300000,NO,58914,5281,64195,YES,YES,NO
388931,6/22/1997,IL,1000,1334.894473,0,46962,42,FEMALE,other-service,movies,1/25/2015,SC,minor damage,Columbus,3408 5th Drive,19,other,ambulance,NO,126800,500000,NO,68118,12447,80565,YES,NO,NO
607269,11/25/2009,OH,500,1607.839254,0,44171,26,MALE,tech-support,board-games,2/12/2015,WV,minor damage,Springfield,3596 2nd Lane,18,theft,fire,NO,188600,300000,YES,96026,8843,104869,NO,NO,NO
674877,1/31/1993,IL,1000,4746.37714,5000000,45772,48,FEMALE,craft-repair,kayaking,1/4/2015,SC,minor damage,Arlington,9528 Texas Lane,19,theft,other,NO,495800,500000,YES,259795,658,260453,NO,YES,NO
195104,9/21/2003,IL,500,6057.91988,0,46082,35,FEMALE,other-service,board-games,2/14/2015,SC,minor damage,Arlington,5569 Pine Drive,17,other,other,NO,731600,1000000,NO,417892,6742,424634,YES,NO,NO
612493,6/28/2002,IL,1000,2774.927454,0,44068,35,MALE,prof-specialty,cross-fit,1/31/2015,PA,major damage,Springfield,4270 Andromedia Lane,19,fire,police,NO,307800,1000000,YES,248200,345,248545,NO,NO,NO
319605,5/6/1991,OH,500,5050.298462,0,61886,45,FEMALE,other-service,hiking,1/4/2015,NY,minor damage,Riverwood,5226 Lincoln Hwy,10,hurricane,fire,NO,427800,300000,NO,231772,14816,246588,NO,YES,NO
264421,11/28/2001,IN,500,875.771576,0,61423,40,MALE,tech-support,chess,1/1/2015,WV,total loss,Northbrook,4674 Tree Drive,15,fire,none,NO,99000,300000,NO,99000,124,99124,NO,NO,NO
956241,4/22/1992,IL,500,5198.798373,4000000,60455,45,FEMALE,craft-repair,dancing,1/22/2015,VA,trivial damage,Columbus,6012 Britain St,3,hail,other,NO,465200,500000,NO,75540,12867,88407,YES,NO,NO
521283,6/6/1997,IN,500,3085.785845,0,47734,55,FEMALE,exec-managerial,base-jumping,3/1/2015,SC,trivial damage,Springfield,6374 Rock Lane,17,fire,ambulance,NO,306000,500000,YES,36714,17764,54478,YES,NO,NO
150363,10/26/2005,OH,500,2464.339476,0,47337,45,MALE,sales,yachting,2/7/2015,VA,major damage,Northbend,3882 1st Hwy,18,hail,ambulance,NO,207400,1000000,NO,158013,5209,163222,NO,YES,NO
496795,8/29/1993,OH,1000,1416.253634,0,46537,37,FEMALE,exec-managerial,cross-fit,1/2/2015,PA,total loss,Hillsdale,8819 3rd Hwy,7,hurricane,other,NO,145400,500000,NO,145400,6753,152153,NO,NO,NO
920524,8/31/2008,IL,500,3658.115796,0,60414,22,FEMALE,priv-house-serv,movies,2/20/2015,NC,trivial damage,Northbend,9917 Apache Lane,17,hail,fire,NO,351600,500000,NO,64483,5194,69677,NO,NO,NO
100952,2/8/2013,IN,500,12320.30377,5000000,47060,29,MALE,armed-forces,dancing,2/27/2015,VA,minor damage,Hillsdale,8556 Oak St,0,fire,fire,NO,1036800,1000000,YES,568701,8860,577561,NO,YES,NO
742362,5/3/2011,IL,500,2890.492597,0,43221,36,FEMALE,craft-repair,skydiving,2/12/2015,NY,major damage,Hillsdale,3749 Texas St,5,fire,none,NO,331600,300000,YES,290812,375,291187,NO,NO,NO
233959,1/21/2012,IL,1000,1404.716161,0,61423,36,MALE,transport-moving,video-games,2/13/2015,NC,trivial damage,Arlington,8548 Texas Ridge,16,hurricane,other,NO,150400,1000000,NO,52194,5084,57278,YES,NO,NO
123700,9/17/2005,IL,500,1257.634716,0,44585,38,MALE,adm-clerical,polo,1/12/2015,WV,total loss,Northbrook,5754 Britain Drive,11,fire,none,NO,109400,1000000,NO,109400,13477,122877,NO,YES,NO
118597,8/13/1991,IL,1000,3646.791755,0,61692,36,FEMALE,prof-specialty,cross-fit,2/5/2015,SC,trivial damage,Northbend,5922 5th Hwy,23,fire,other,NO,318800,1000000,NO,58014,7153,65167,YES,NO,NO
866304,3/3/1990,OH,500,3219.616156,0,44831,33,FEMALE,priv-house-serv,paintball,1/6/2015,VA,total loss,Hillsdale,6886 Apache St,10,hail,other,NO,319000,500000,YES,319000,633,319633,YES,YES,NO
140806,8/22/2010,IL,500,3251.830373,0,44096,33,MALE,handlers-cleaners,base-jumping,2/25/2015,SC,minor damage,Springfield,5947 Tree St,16,theft,fire,NO,348200,1000000,NO,202969,3091,206060,NO,NO,NO
150286,5/4/1999,IN,500,2102.347087,0,60433,40,MALE,priv-house-serv,basketball,2/21/2015,WV,major damage,Springfield,7822 Tree Hwy,6,hurricane,other,NO,238200,500000,NO,146364,7293,153657,NO,NO,NO
194454,11/2/1992,OH,1000,3910.512818,0,61441,26,FEMALE,adm-clerical,board-games,1/30/2015,WV,trivial damage,Hillsdale,9711 Texas Lane,18,other,other,NO,367200,1000000,YES,130114,5269,135383,NO,YES,NO
712494,9/24/2000,IL,1000,3388.722436,0,47247,57,FEMALE,craft-repair,chess,2/27/2015,PA,total loss,Columbus,3501 Texas Drive,5,hail,other,NO,324000,500000,YES,324000,6156,330156,YES,NO,NO
459834,10/28/2012,IN,500,5013.490678,0,60842,31,FEMALE,priv-house-serv,reading,2/25/2015,SC,minor damage,Columbus,9430 Apache Lane,5,hail,other,NO,486400,500000,NO,248790,7869,256659,NO,NO,NO
331136,8/8/2005,IL,500,3674.6678,6000000,43056,29,MALE,exec-managerial,paintball,2/24/2015,SC,minor damage,Arlington,6128 Maple St,3,hurricane,other,NO,343400,300000,NO,169012,5832,174844,NO,NO,NO
110149,10/16/1993,OH,500,3974.509983,6000000,60399,52,FEMALE,adm-clerical,golf,2/10/2015,WV,minor damage,Arlington,2082 Embaracadero St,16,theft,fire,NO,482600,300000,NO,231441,363,231804,YES,NO,NO
527493,7/28/1998,IL,500,5136.538614,0,44458,34,MALE,exec-managerial,bungie-jumping,2/15/2015,SC,trivial damage,Northbend,2954 Pine Ridge,17,theft,none,NO,517600,500000,YES,93595,423,94018,YES,NO,NO
918947,1/25/1991,IN,1000,4433.355758,8000000,44136,39,FEMALE,prof-specialty,bungie-jumping,2/8/2015,SC,minor damage,Arlington,7440 Embaracadero Drive,18,theft,other,NO,409400,300000,NO,185639,2410,188049,NO,YES,NO
387322,8/27/1998,IL,500,5020.832666,0,60663,34,FEMALE,handlers-cleaners,video-games,1/27/2015,NC,minor damage,Columbus,2845 3rd Hwy,17,fire,police,YES,430600,500000,NO,176728,4570,181298,YES,NO,NO
853713,4/8/2008,IL,1000,2028.958367,7000000,60170,35,FEMALE,tech-support,base-jumping,3/1/2015,NY,minor damage,Columbus,4198 Pine St,0,hurricane,ambulance,NO,174400,300000,NO,83421,758,84179,NO,NO,NO
991031,5/14/1993,IL,500,2699.280698,0,43136,32,FEMALE,exec-managerial,yachting,1/19/2015,WV,major damage,Northbend,1152 Weaver Ridge,14,other,none,NO,237000,300000,NO,186177,4454,190631,NO,YES,NO
835781,1/25/1993,IL,500,3562.854447,6000000,44172,36,MALE,farming-fishing,base-jumping,2/19/2015,SC,total loss,Northbend,3318 1st St,10,hurricane,other,NO,361800,1000000,NO,361800,13871,375671,NO,NO,NO
434573,12/1/2009,OH,500,2817.985225,0,43010,31,FEMALE,tech-support,yachting,1/29/2015,WV,minor damage,Riverwood,4197 Oak Ave,20,hurricane,ambulance,NO,305000,500000,NO,122336,6628,128964,NO,NO,NO
839228,12/17/2002,OH,500,1082.804613,0,47178,48,FEMALE,adm-clerical,golf,1/22/2015,OH,total loss,Riverwood,7105 Francis Lane,9,other,ambulance,NO,126200,1000000,NO,126200,6397,132597,NO,NO,NO
645511,8/22/1993,IL,1000,7129.364957,0,47114,41,FEMALE,priv-house-serv,sleeping,2/20/2015,NY,minor damage,Columbus,8655 Best Ridge,13,fire,fire,NO,800600,1000000,NO,396654,19258,415912,NO,NO,NO
500847,9/24/1992,IL,500,2809.889618,0,60241,38,FEMALE,protective-serv,basketball,1/6/2015,SC,minor damage,Hillsdale,7148 5th Ave,22,hail,other,NO,301800,300000,NO,150166,7151,157317,YES,NO,NO
673625,11/3/2010,OH,1000,2070.245606,0,60394,46,FEMALE,protective-serv,video-games,2/3/2015,NY,trivial damage,Arlington,2890 3rd Hwy,17,hurricane,other,NO,220400,500000,NO,71570,17390,88960,NO,NO,NO
114802,8/23/2001,IL,500,2144.087816,5000000,61047,33,MALE,priv-house-serv,kayaking,1/30/2015,VA,total loss,Northbend,9036 Solo Drive,13,other,ambulance,NO,229200,1000000,NO,229200,7526,236726,NO,NO,NO
332404,8/11/1995,IN,1000,2550.070261,6000000,45465,49,FEMALE,tech-support,reading,3/1/2015,SC,total loss,Northbend,1661 Britain Drive,10,other,police,YES,303600,1000000,YES,303600,50,303650,NO,NO,NO
615569,6/28/2002,OH,500,2148.536634,0,47793,37,MALE,machine-op-inspct,skydiving,2/16/2015,SC,minor damage,Northbend,6482 2nd Hwy,20,fire,ambulance,NO,245000,1000000,YES,114796,8813,123609,NO,NO,NO
605862,6/25/2011,IN,1000,2748.983406,7000000,61030,33,FEMALE,craft-repair,basketball,1/22/2015,NY,total loss,Arlington,2576 Sky Lane,0,hurricane,other,NO,308800,1000000,NO,308800,436,309236,NO,NO,NO
290045,4/18/2012,IL,1000,4272.089205,0,44450,47,FEMALE,transport-moving,bungie-jumping,2/26/2015,WV,minor damage,Riverwood,1374 1st Drive,15,theft,ambulance,NO,391400,500000,YES,203331,10617,213948,NO,NO,NO
949601,11/5/2006,IL,500,5288.618459,0,47178,53,FEMALE,exec-managerial,board-games,2/20/2015,SC,minor damage,Springfield,4846 Tree Drive,21,hurricane,fire,NO,446200,500000,NO,256738,6128,262866,NO,YES,NO
610391,12/9/2014,IN,500,2790.953557,0,44922,35,FEMALE,machine-op-inspct,skydiving,2/4/2015,NY,total loss,Northbend,6912 Pine St,17,other,other,NO,269600,1000000,NO,269600,13983,283583,NO,NO,NO
871692,9/30/1996,IL,1000,2145.356924,6000000,45695,63,FEMALE,adm-clerical,chess,3/1/2015,NC,minor damage,Riverwood,7119 4th Lane,0,fire,police,YES,227400,500000,NO,134907,8788,143695,NO,YES,NO
473444,11/26/2002,IN,500,3713.26891,0,60993,39,FEMALE,transport-moving,reading,1/14/2015,VA,minor damage,Arlington,9679 5th Ridge,18,hail,other,NO,316400,500000,NO,178145,11416,189561,NO,NO,NO
963958,3/17/2013,OH,500,3940.897358,0,45220,21,FEMALE,transport-moving,cross-fit,2/5/2015,SC,minor damage,Riverwood,4142 Andromedia St,23,hurricane,ambulance,NO,419400,300000,NO,237285,13809,251094,NO,NO,NO
642440,12/11/1991,IN,500,6543.464256,0,60852,31,FEMALE,prof-specialty,polo,2/1/2015,WV,total loss,Northbend,7845 MLK Lane,1,hurricane,other,NO,737600,300000,NO,737600,11972,749572,YES,YES,NO
438191,10/3/2011,OH,1000,5711.620243,7000000,60031,32,FEMALE,protective-serv,reading,1/31/2015,NC,trivial damage,Riverwood,3098 Solo Lane,12,hurricane,fire,NO,686000,1000000,NO,134504,6249,140753,NO,YES,NO
971740,12/2/2001,IL,500,1704.561285,0,43636,55,FEMALE,tech-support,golf,2/27/2015,NY,minor damage,Arlington,4332 Elm Lane,3,other,none,NO,210800,500000,NO,103178,5998,109176,NO,NO,NO
701054,4/19/2012,IL,1000,3018.57799,0,60881,61,FEMALE,exec-managerial,camping,2/15/2015,VA,total loss,Hillsdale,4222 Oak St,13,theft,fire,NO,312800,500000,YES,312800,10736,323536,NO,NO,NO
293257,5/29/2011,IN,500,2046.711865,0,44423,33,MALE,farming-fishing,camping,1/9/2015,NY,total loss,Springfield,8196 Maple Hwy,4,hail,other,NO,191200,300000,NO,191200,1007,192207,YES,YES,NO
811511,3/22/2012,OH,1000,6590.147656,0,44068,34,FEMALE,other-service,skydiving,2/3/2015,VA,minor damage,Arlington,3416 Pine Hwy,18,fire,other,NO,645200,500000,NO,292826,19235,312061,YES,NO,NO
657343,6/26/2011,IL,500,5408.550725,0,61592,34,FEMALE,exec-managerial,polo,1/2/2015,VA,trivial damage,Arlington,9043 MLK Ave,10,hurricane,other,NO,624000,500000,NO,7302,7571,14873,NO,YES,NO
604674,12/12/2006,IN,500,2092.234927,6000000,44165,34,MALE,sales,reading,1/17/2015,WV,total loss,Northbrook,5807 Washington Lane,23,fire,police,YES,223400,300000,NO,223400,12766,236166,YES,YES,NO
305206,3/10/2008,IL,1000,5392.471574,0,43698,49,MALE,armed-forces,golf,2/18/2015,NY,minor damage,Riverwood,4104 MLK Ridge,12,theft,fire,NO,563200,300000,NO,325527,1412,326939,NO,NO,NO
643449,2/1/2015,OH,500,4592.373274,0,44891,28,MALE,handlers-cleaners,reading,1/1/2015,WV,minor damage,Columbus,6951 Embaracadero Hwy,13,theft,other,NO,524200,500000,NO,279433,10949,290382,YES,NO,NO
667100,8/25/1997,IL,500,4327.669409,0,44149,45,FEMALE,craft-repair,bungie-jumping,1/3/2015,NY,minor damage,Columbus,7927 Pine Hwy,11,hurricane,ambulance,NO,515800,500000,NO,216659,8178,224837,NO,NO,NO
