,Unnamed: 0,policy_number,policy_bind_date,policy_state,policy_deductible,policy_annual_premium,umbrella_limit,insured_zip,insured_age,insured_sex,insured_occupation,insured_hobbies,incident_date,incident_state,incident_severity,incident_city,incident_location,incident_hour_of_the_day,peril_type,authorities_contacted,police_report_available,cov_A,cov_E,personal_liability_ind,property_claim_amount,injury_claim_amount,total_claim_amount,liberty_prior_claim,other_prior_claim,fraud_reported
7979,7979,299981,12/18/1991,IN,1000,1431.801311,0,61910,47,MALE,armed-forces,dancing,1/14/2015,NY,trivial damage,Riverwood,1174 Washington Ave,3,fire,none,NO,174200,500000,NO,36788,11247,48035,NO,YES,NO
7980,7980,112065,4/10/2001,IL,1000,3753.810654,4000000,46335,60,MALE,craft-repair,dancing,1/2/2015,WV,total loss,Arlington,7720 4th Lane,20,hurricane,other,NO,414400,500000,NO,414400,515,414915,NO,NO,NO
7981,7981,467979,4/20/1995,IL,1000,7713.138726,0,43861,32,FEMALE,transport-moving,hiking,2/20/2015,SC,minor damage,Riverwood,9702 1st Drive,13,hail,other,NO,649600,300000,NO,306432,3764,310196,NO,NO,NO
7982,7982,445549,9/4/2012,IL,500,2933.739866,0,44415,48,FEMALE,craft-repair,video-games,1/23/2015,SC,trivial damage,Northbend,7215 2nd Hwy,4,fire,other,NO,325800,300000,NO,51283,7402,58685,YES,NO,NO
7983,7983,303605,11/23/2005,IN,500,2454.430925,0,60522,39,FEMALE,exec-managerial,hiking,1/4/2015,NC,minor damage,Riverwood,6651 Solo Lane,13,fire,fire,NO,305200,1000000,NO,139757,5125,144882,NO,NO,NO
7984,7984,772593,8/27/1994,IN,1000,2590.601423,0,44489,34,FEMALE,sales,chess,2/8/2015,NC,total loss,Columbus,8220 Rock Drive,7,theft,other,NO,299600,1000000,NO,299600,4505,304105,YES,YES,NO
7985,7985,798811,4/15/2008,IL,1000,1393.943228,0,43553,31,MALE,adm-clerical,video-games,1/21/2015,NY,minor damage,Riverwood,1586 Andromedia Lane,8,fire,police,YES,122000,1000000,NO,59313,2537,61850,NO,NO,NO
7986,7986,653830,11/16/1995,IL,500,1538.7366550000004,0,46851,43,FEMALE,armed-forces,movies,1/14/2015,NC,trivial damage,Columbus,5816 MLK Ridge,13,other,other,NO,170600,300000,YES,48179,11482,59661,NO,NO,NO
7987,7987,148137,2/10/2015,OH,500,4777.94124,0,46623,38,MALE,exec-managerial,kayaking,1/25/2015,NY,trivial damage,Columbus,1186 Francis Lane,3,hurricane,other,NO,514200,300000,YES,129264,7172,136436,NO,NO,NO
7988,7988,510767,5/11/2009,IN,500,3077.876776,0,44083,30,FEMALE,adm-clerical,basketball,1/3/2015,NY,trivial damage,Hillsdale,1225 3rd Drive,13,hurricane,other,NO,376800,300000,NO,125011,566,125577,NO,YES,NO
7989,7989,161407,7/25/1999,IL,500,1134.163568,0,45118,40,MALE,farming-fishing,movies,1/20/2015,NC,minor damage,Arlington,6729 3rd St,10,hurricane,other,NO,95400,300000,YES,55545,9539,65084,YES,YES,NO
7990,7990,916781,1/2/2003,OH,1000,4778.376367,0,61962,24,MALE,craft-repair,reading,2/25/2015,SC,minor damage,Northbrook,3894 1st Ave,5,hail,other,NO,431200,300000,NO,228233,15375,243608,NO,NO,NO
7991,7991,265466,5/1/1997,IL,1000,3378.268619,0,46525,21,MALE,other-service,basketball,2/7/2015,SC,major damage,Springfield,6692 Cherokee Ave,16,hail,fire,NO,379400,300000,NO,318304,18989,337293,NO,YES,NO
7992,7992,248734,7/4/1998,IL,1000,3185.289836,0,46683,41,FEMALE,exec-managerial,chess,2/23/2015,SC,minor damage,Riverwood,5879 Britain St,21,other,other,NO,368000,300000,NO,219625,271,219896,YES,NO,NO
7993,7993,295511,6/20/1994,OH,1000,841.3262283,0,43553,36,FEMALE,exec-managerial,reading,2/17/2015,NY,total loss,Northbend,2317 Flute Hwy,7,other,none,NO,99400,1000000,NO,99400,6738,106138,YES,YES,NO
7994,7994,615010,5/19/1998,IN,1000,1975.064383,8000000,45465,36,FEMALE,craft-repair,hiking,1/9/2015,SC,total loss,Northbrook,4621 Tree St,13,hail,other,NO,207200,500000,NO,207200,433,207633,NO,YES,NO
7995,7995,811634,10/17/2000,IN,1000,7599.610062999999,0,61416,29,FEMALE,adm-clerical,video-games,2/20/2015,NC,minor damage,Arlington,1338 Oak Hwy,22,hail,ambulance,NO,731800,300000,YES,411594,5337,416931,NO,YES,NO
7996,7996,822739,9/20/1992,IN,500,6544.899582,0,61324,49,MALE,other-service,dancing,2/5/2015,NC,total loss,Arlington,7218 5th St,23,hurricane,other,NO,547000,500000,NO,547000,12529,559529,NO,NO,NO
7997,7997,452583,5/26/1992,OH,500,2732.769269000001,0,44171,37,FEMALE,transport-moving,dancing,1/26/2015,NY,total loss,Springfield,1612 Sky Ridge,8,hurricane,other,NO,297800,1000000,NO,297800,7739,305539,YES,YES,NO
7998,7998,165031,11/4/1995,IL,500,3646.940091,0,45998,29,FEMALE,transport-moving,basketball,2/21/2015,NY,minor damage,Riverwood,2426 MLK Ave,12,fire,other,NO,315000,1000000,NO,180304,1965,182269,NO,NO,NO
7999,7999,609711,12/13/1998,IL,500,1115.759166,0,44083,29,FEMALE,sales,video-games,1/30/2015,WV,minor damage,Northbend,8416 Oak Lane,0,theft,other,NO,120600,500000,NO,48719,164,48883,NO,NO,NO
8000,8000,471726,6/24/1998,IN,1000,1366.5931039999996,0,60896,45,FEMALE,transport-moving,video-games,1/28/2015,NY,minor damage,Hillsdale,6114 Tree Drive,9,other,fire,NO,149600,1000000,NO,79176,9555,88731,NO,NO,NO
8001,8001,560459,5/15/1990,IL,1000,3405.951093,0,44831,56,FEMALE,armed-forces,reading,1/4/2015,SC,major damage,Northbend,2714 Britain Ave,0,hurricane,ambulance,NO,288200,300000,NO,253896,6032,259928,NO,NO,NO
8002,8002,120765,12/8/1995,IN,1000,5056.235578,0,60174,43,MALE,sales,reading,1/10/2015,NY,total loss,Hillsdale,6144 MLK Ridge,1,hail,other,NO,558600,500000,NO,558600,9000,567600,NO,NO,NO
8003,8003,309109,7/31/2004,IL,500,3066.138861,6000000,60788,60,FEMALE,sales,chess,2/17/2015,SC,trivial damage,Hillsdale,8211 Britain Ridge,3,fire,other,NO,330600,500000,NO,73642,5135,78777,YES,NO,NO
8004,8004,548183,10/13/2011,OH,500,4457.441482,0,46965,24,FEMALE,other-service,video-games,2/17/2015,SC,minor damage,Northbend,7070 Best Drive,19,fire,none,NO,419000,1000000,NO,184531,9589,194120,NO,YES,NO
8005,8005,996750,8/17/2008,IL,500,2644.415928,0,46567,49,MALE,craft-repair,dancing,1/18/2015,WV,minor damage,Northbend,2192 5th Ave,14,theft,ambulance,NO,287200,500000,NO,137451,6545,143996,NO,NO,NO
8006,8006,694701,9/22/1993,OH,500,8920.726807,0,46051,40,MALE,tech-support,video-games,1/1/2015,WV,total loss,Columbus,5690 Maple St,6,other,fire,NO,744400,300000,NO,744400,10522,754922,NO,NO,NO
8007,8007,302446,1/16/1993,OH,1000,7913.340239,0,45963,34,FEMALE,adm-clerical,board-games,2/6/2015,WV,major damage,Arlington,7683 Sky St,22,hail,other,NO,681600,1000000,YES,592828,5173,598001,NO,NO,NO
8008,8008,503955,7/4/2013,OH,500,9024.717771,0,61973,26,MALE,exec-managerial,board-games,2/19/2015,WV,total loss,Columbus,8695 MLK Lane,14,fire,police,YES,870000,1000000,NO,870000,752,870752,NO,NO,NO
8009,8009,967022,6/14/2004,IN,500,4481.561062,0,47247,44,FEMALE,exec-managerial,camping,2/13/2015,NY,total loss,Springfield,9494 Best Ridge,14,fire,ambulance,NO,493400,500000,NO,493400,23,493423,NO,YES,NO
8010,8010,270100,4/27/2013,IL,1000,1318.420255,0,62049,33,FEMALE,tech-support,basketball,1/15/2015,NC,trivial damage,Riverwood,8057 Flute Ridge,19,hail,other,NO,151600,1000000,NO,28130,12094,40224,NO,NO,NO
8011,8011,473003,4/3/2000,OH,500,6844.002748999998,4000000,46683,49,MALE,adm-clerical,chess,2/11/2015,SC,minor damage,Riverwood,4182 5th St,9,hail,other,NO,598000,500000,NO,249259,12212,261471,NO,NO,NO
8012,8012,976472,4/19/1999,IL,500,3217.55623,0,61582,51,MALE,farming-fishing,exercise,1/8/2015,NY,trivial damage,Springfield,9839 Rock Ave,14,fire,ambulance,NO,274000,1000000,NO,32029,1036,33065,NO,NO,NO
8013,8013,712393,10/27/2002,OH,1000,5915.687334,0,60837,57,MALE,farming-fishing,video-games,2/14/2015,VA,minor damage,Hillsdale,3681 1st St,10,hail,other,NO,498200,500000,NO,249055,13656,262711,NO,NO,NO
8014,8014,691186,9/15/1990,IN,500,3689.009462,0,45963,39,MALE,transport-moving,reading,2/23/2015,WV,minor damage,Columbus,5848 Flute Drive,16,theft,fire,NO,334200,1000000,NO,192682,5269,197951,NO,NO,NO
8015,8015,111547,6/1/1995,IL,500,2763.787023,0,62073,33,MALE,adm-clerical,camping,3/1/2015,NY,minor damage,Hillsdale,3139 1st Hwy,23,hail,other,NO,302200,300000,NO,173440,12840,186280,YES,NO,NO
8016,8016,157827,4/10/2008,OH,500,2452.822533,0,45929,50,FEMALE,armed-forces,board-games,1/3/2015,NY,trivial damage,Riverwood,3654 Solo St,7,other,none,NO,234600,1000000,YES,75071,72,75143,NO,NO,NO
8017,8017,272038,7/7/1992,IL,500,1583.964686,5000000,46237,41,FEMALE,farming-fishing,reading,2/8/2015,SC,minor damage,Arlington,4503 Apache Ridge,17,theft,ambulance,NO,147600,1000000,NO,79751,126,79877,NO,YES,NO
8018,8018,651649,1/31/2010,OH,1000,4876.281375,0,60098,48,FEMALE,armed-forces,basketball,2/7/2015,WV,minor damage,Northbrook,2780 Tree Drive,0,hail,other,NO,406400,1000000,NO,164102,1636,165738,NO,NO,NO
8019,8019,937799,12/22/1999,IN,500,3016.301962,0,61634,37,FEMALE,armed-forces,chess,1/13/2015,WV,major damage,Arlington,2872 Rock Ridge,12,hail,other,NO,254800,500000,NO,186798,11790,198588,NO,NO,NO
8020,8020,763765,9/5/2001,IN,1000,3266.630359,0,43315,42,FEMALE,transport-moving,chess,2/16/2015,WV,minor damage,Columbus,7545 Francis Ridge,5,other,none,NO,303600,300000,NO,128388,3532,131920,NO,YES,NO
8021,8021,661431,11/28/2004,OH,1000,1299.613163,0,43823,38,FEMALE,transport-moving,hiking,1/5/2015,WV,minor damage,Northbrook,4899 Oak Drive,8,hurricane,other,NO,116200,300000,YES,59025,9754,68779,NO,NO,NO
8022,8022,159626,9/25/2011,OH,500,3534.0404810000005,0,61047,30,FEMALE,sales,movies,2/17/2015,NY,total loss,Hillsdale,8695 3rd Drive,19,hurricane,other,NO,321600,300000,NO,321600,6751,328351,NO,NO,NO
8023,8023,390352,5/29/1997,IL,1000,1535.978948,0,60433,47,MALE,sales,board-games,1/14/2015,NY,total loss,Springfield,1260 Rock Ave,14,theft,ambulance,NO,189800,500000,YES,189800,13455,203255,NO,NO,NO
8024,8024,501365,7/21/1998,IN,500,2204.86089,6000000,44846,50,FEMALE,other-service,exercise,1/9/2015,NC,minor damage,Riverwood,4368 2nd Drive,7,hail,other,NO,216200,1000000,NO,117253,1162,118415,NO,NO,NO
8025,8025,584180,1/28/2014,IL,500,2019.060913,0,46567,49,FEMALE,craft-repair,exercise,2/14/2015,SC,total loss,Riverwood,6176 Cherokee Ave,5,hail,fire,NO,208400,300000,NO,208400,558,208958,NO,NO,NO
8026,8026,682119,3/23/1996,IN,1000,1671.506816,0,43172,45,FEMALE,tech-support,movies,2/3/2015,WV,total loss,Columbus,1408 Lincoln Hwy,0,other,other,NO,198600,300000,NO,198600,5331,203931,NO,NO,NO
8027,8027,820108,6/26/2006,IN,500,3293.091097,8000000,43038,55,MALE,adm-clerical,video-games,1/22/2015,SC,trivial damage,Riverwood,9099 5th Lane,21,other,ambulance,NO,354000,500000,NO,52063,10092,62155,NO,NO,NO
8028,8028,773365,3/30/2012,IL,500,3189.571204,0,43098,32,FEMALE,adm-clerical,exercise,1/17/2015,NY,total loss,Hillsdale,4818 3rd Drive,11,hurricane,other,NO,307600,500000,NO,307600,6193,313793,NO,YES,NO
8029,8029,108688,4/3/1998,IL,500,7294.101090000001,0,46697,41,FEMALE,armed-forces,board-games,2/18/2015,VA,total loss,Arlington,4165 5th Ridge,20,other,other,NO,689200,300000,NO,689200,6393,695593,YES,NO,NO
8030,8030,581289,1/1/1997,IL,500,4677.626335,0,61358,47,MALE,tech-support,chess,2/21/2015,WV,trivial damage,Springfield,8763 Francis Drive,21,hail,fire,NO,409400,300000,YES,73343,4889,78232,NO,NO,NO
8031,8031,656570,2/2/1996,OH,1000,4749.145625,0,45327,58,FEMALE,other-service,movies,1/16/2015,NY,total loss,Hillsdale,9034 MLK Ave,12,hail,ambulance,NO,442400,300000,NO,442400,3118,445518,NO,NO,NO
8032,8032,287296,6/15/2001,OH,1000,3687.899532,0,61254,37,FEMALE,craft-repair,dancing,1/27/2015,VA,trivial damage,Springfield,5886 Cherokee Hwy,18,theft,police,NO,366200,300000,NO,100941,5533,106474,YES,NO,NO
8033,8033,791195,2/2/2013,IL,1000,3682.230141,0,45498,38,MALE,craft-repair,hiking,1/24/2015,WV,minor damage,Arlington,4828 Rock Ridge,16,hurricane,ambulance,NO,355000,500000,NO,180372,665,181037,NO,NO,NO
8034,8034,526516,3/9/1998,IN,500,2988.697221,0,47475,20,MALE,sales,basketball,1/16/2015,SC,minor damage,Northbrook,8540 2nd Ridge,5,fire,police,YES,317200,500000,NO,180941,2816,183757,YES,NO,NO
8035,8035,231209,8/13/1998,OH,1000,1561.987147,0,43656,37,MALE,other-service,movies,1/17/2015,WV,total loss,Arlington,3694 Sky Drive,6,fire,ambulance,NO,167200,1000000,NO,167200,13666,180866,YES,NO,NO
8036,8036,589056,12/20/1991,OH,500,6089.564253000001,0,46820,51,MALE,adm-clerical,chess,1/12/2015,WV,minor damage,Columbus,7918 MLK Lane,5,theft,fire,NO,577400,500000,NO,309167,456,309623,YES,YES,NO
8037,8037,861714,3/16/1992,IL,1000,3556.572863000001,0,43599,45,FEMALE,armed-forces,video-games,1/24/2015,WV,total loss,Columbus,9226 Andromedia St,22,other,other,NO,385400,300000,YES,385400,89,385489,NO,NO,NO
8038,8038,191479,7/27/2010,IN,500,621.3677415,0,46035,32,FEMALE,transport-moving,movies,1/13/2015,VA,minor damage,Springfield,9426 Sky Drive,23,fire,police,NO,71400,500000,NO,33002,1453,34455,YES,NO,NO
8039,8039,206294,9/22/2009,OH,500,3424.091829,0,60842,31,FEMALE,armed-forces,dancing,1/30/2015,WV,major damage,Northbend,3549 Sky Lane,10,theft,police,YES,329400,500000,NO,217776,8253,226029,NO,NO,NO
8040,8040,472856,1/15/2006,IL,1000,2576.500805,0,61452,36,FEMALE,tech-support,exercise,1/7/2015,OH,minor damage,Columbus,4975 Tree Lane,8,fire,none,NO,240000,500000,NO,127673,13270,140943,YES,YES,NO
8041,8041,139303,7/12/2004,OH,1000,4690.703406000001,0,60027,33,MALE,armed-forces,kayaking,2/26/2015,SC,minor damage,Columbus,8699 Texas Hwy,1,other,police,YES,451600,500000,NO,240365,451,240816,NO,YES,NO
8042,8042,183474,5/7/2010,IN,500,4937.551176,0,47817,40,MALE,tech-support,basketball,1/24/2015,SC,total loss,Columbus,3983 Britain Drive,4,theft,none,NO,456400,500000,NO,456400,5459,461859,NO,NO,NO
8043,8043,226875,5/17/2014,IL,1000,5445.348352,0,44356,58,FEMALE,other-service,board-games,1/26/2015,SC,total loss,Hillsdale,6781 Andromedia Hwy,22,fire,ambulance,NO,474200,500000,NO,474200,13437,487637,NO,NO,NO
8044,8044,917917,5/31/2012,IN,1000,5306.780337,0,60549,35,FEMALE,exec-managerial,camping,1/31/2015,SC,minor damage,Springfield,2755 Andromedia Hwy,16,hurricane,other,NO,478800,300000,NO,212873,1127,214000,NO,NO,NO
8045,8045,921476,6/20/1990,IL,500,4246.892239,4000000,61752,31,FEMALE,tech-support,basketball,1/10/2015,NY,minor damage,Arlington,7259 5th St,22,theft,none,NO,514200,1000000,NO,280559,16865,297424,NO,NO,NO
8046,8046,292185,8/1/1996,OH,1000,3442.666866,0,46056,35,FEMALE,exec-managerial,reading,1/26/2015,NC,major damage,Riverwood,4561 Maple Hwy,10,other,other,NO,377200,1000000,YES,245535,6912,252447,NO,YES,NO
8047,8047,207826,6/26/2008,IN,1000,3555.168718,0,61965,32,FEMALE,armed-forces,camping,1/13/2015,VA,major damage,Hillsdale,1641 Best Ave,4,fire,police,NO,303400,500000,NO,243463,909,244372,NO,NO,NO
8048,8048,910997,7/19/1996,IN,500,1476.924095,0,45158,39,MALE,armed-forces,kayaking,1/10/2015,WV,major damage,Arlington,9386 Weaver Ridge,11,fire,fire,NO,148600,1000000,NO,127341,1506,128847,YES,NO,NO
8049,8049,905600,8/27/1993,OH,500,3182.600371,5000000,45273,25,FEMALE,other-service,exercise,2/16/2015,NC,trivial damage,Riverwood,3992 2nd Drive,17,other,other,NO,267400,300000,NO,71957,796,72753,NO,YES,NO
8050,8050,332830,3/22/2006,IL,1000,4445.193253,4000000,61692,39,FEMALE,tech-support,dancing,1/5/2015,SC,major damage,Northbrook,5125 Sky Ridge,22,hail,other,NO,438000,1000000,NO,337005,4550,341555,NO,NO,NO
8051,8051,380645,10/6/2004,OH,500,4791.920746,0,60173,42,MALE,craft-repair,kayaking,2/24/2015,SC,minor damage,Springfield,7960 Solo Ridge,21,theft,fire,NO,474600,300000,NO,217646,8812,226458,YES,YES,NO
8052,8052,358744,12/2/2001,OH,500,3590.509121,0,47436,44,FEMALE,exec-managerial,camping,1/21/2015,SC,major damage,Northbrook,3436 Rock Lane,6,theft,police,YES,418400,500000,NO,254891,19434,274325,NO,YES,NO
8053,8053,102821,9/12/1994,IN,500,3544.156165,0,45465,54,FEMALE,farming-fishing,reading,2/17/2015,WV,total loss,Arlington,3940 Sky St,6,hail,other,NO,359400,1000000,NO,359400,7053,366453,YES,NO,NO
8054,8054,131206,8/9/2004,IN,1000,5747.086559,0,44819,30,MALE,armed-forces,chess,2/23/2015,VA,trivial damage,Hillsdale,8611 Oak Ridge,15,fire,other,NO,631000,1000000,NO,13611,7593,21204,NO,NO,NO
8055,8055,318028,3/10/1993,IN,1000,2758.266287,4000000,44214,27,FEMALE,exec-managerial,board-games,1/8/2015,SC,trivial damage,Arlington,2610 3rd Lane,0,hurricane,other,NO,318200,300000,NO,69517,8027,77544,NO,YES,NO
8056,8056,909107,7/17/1993,IL,500,3807.360568,0,46537,35,FEMALE,exec-managerial,exercise,2/1/2015,VA,minor damage,Northbend,8274 Embaracadero St,3,theft,other,NO,330800,500000,NO,134907,6351,141258,YES,NO,NO
8057,8057,369325,5/7/1991,IN,500,1589.490033,0,46137,39,FEMALE,tech-support,reading,1/18/2015,SC,minor damage,Arlington,5213 Texas Ave,5,other,police,NO,186400,300000,YES,78274,1095,79369,NO,YES,NO
8058,8058,435084,12/26/2003,OH,1000,3590.920805,0,61616,45,FEMALE,tech-support,dancing,1/21/2015,SC,minor damage,Hillsdale,3448 Embaracadero St,12,theft,fire,NO,339000,300000,YES,142356,463,142819,NO,YES,NO
8059,8059,399840,1/26/2010,OH,1000,5428.808698,0,47932,32,FEMALE,adm-clerical,camping,1/16/2015,VA,minor damage,Hillsdale,1524 4th Drive,0,fire,fire,NO,557400,300000,YES,281639,13466,295105,NO,NO,NO
8060,8060,846533,2/19/1992,IN,500,2894.914868,0,46423,40,FEMALE,adm-clerical,movies,1/5/2015,WV,major damage,Columbus,2587 Francis Lane,16,fire,ambulance,NO,265200,300000,YES,191164,2010,193174,NO,YES,NO
8061,8061,691901,10/31/2014,IL,1000,2335.083952,0,47222,42,FEMALE,armed-forces,board-games,2/27/2015,NY,major damage,Northbrook,6721 1st St,10,hurricane,other,NO,214800,300000,NO,135552,15052,150604,NO,NO,NO
8062,8062,542042,8/25/2001,IL,500,5317.158204,0,45417,29,MALE,other-service,board-games,1/9/2015,VA,total loss,Arlington,6956 Rock Ridge,7,hurricane,ambulance,NO,481000,500000,NO,481000,13813,494813,YES,NO,NO
8063,8063,130964,12/13/2014,OH,500,2311.518402,6000000,61688,45,FEMALE,craft-repair,board-games,2/8/2015,WV,minor damage,Arlington,9790 Weaver St,17,hurricane,other,NO,211600,1000000,NO,87322,14289,101611,YES,NO,NO
8064,8064,441500,1/10/1990,IN,1000,2793.372231,3000000,45660,21,FEMALE,craft-repair,dancing,2/18/2015,VA,total loss,Hillsdale,5264 Apache St,23,hail,other,NO,324600,1000000,NO,324600,20826,345426,YES,NO,NO
8065,8065,681946,12/2/2013,OH,500,2801.247894,0,60225,48,FEMALE,exec-managerial,board-games,1/25/2015,NY,minor damage,Hillsdale,8383 4th St,17,theft,police,YES,265000,1000000,YES,127685,5573,133258,NO,NO,NO
8066,8066,451053,11/21/1995,IN,500,7113.7752329999985,0,45676,20,MALE,transport-moving,hiking,1/3/2015,WV,total loss,Northbend,4974 Britain St,18,theft,none,NO,751000,500000,NO,751000,15669,766669,YES,NO,NO
8067,8067,377624,5/19/1994,IL,500,4311.490504,6000000,46566,56,FEMALE,craft-repair,chess,1/20/2015,WV,major damage,Northbrook,3786 Rock St,21,fire,ambulance,NO,391400,300000,NO,326767,10957,337724,NO,YES,NO
8068,8068,948187,8/12/2006,IL,1000,10746.3723,0,43010,60,FEMALE,farming-fishing,basketball,2/27/2015,WV,minor damage,Columbus,4398 Francis Ave,6,hail,other,NO,1296800,500000,NO,677924,1220,679144,NO,YES,NO
8069,8069,197396,3/5/2011,OH,500,2288.3185670000007,0,43087,34,MALE,adm-clerical,movies,1/21/2015,WV,minor damage,Northbend,2977 Oak Hwy,14,fire,other,NO,278600,500000,NO,153215,5780,158995,YES,NO,NO
8070,8070,579211,5/10/1990,IL,500,3827.369832,0,45636,29,FEMALE,other-service,movies,1/8/2015,SC,trivial damage,Columbus,2656 5th Drive,13,fire,ambulance,NO,412200,500000,NO,21594,6297,27891,YES,NO,NO
8071,8071,961721,8/4/2012,OH,500,1606.344438,0,43821,44,MALE,armed-forces,board-games,2/5/2015,NY,minor damage,Arlington,1397 Tree Ridge,6,hurricane,fire,NO,188800,300000,NO,82070,3215,85285,NO,NO,NO
8072,8072,788773,9/15/2010,OH,1000,2110.680411,0,45362,40,MALE,farming-fishing,basketball,2/15/2015,NY,trivial damage,Springfield,3331 Texas Hwy,4,hurricane,other,NO,181800,500000,NO,68648,7796,76444,NO,NO,NO
8073,8073,553407,3/18/1996,IN,500,1773.067616,7000000,44697,32,FEMALE,tech-support,kayaking,1/9/2015,NC,minor damage,Northbend,5294 Embaracadero St,21,theft,none,NO,175800,1000000,NO,85215,449,85664,YES,NO,NO
8074,8074,517110,9/9/2007,OH,500,1598.088129,0,61231,33,FEMALE,adm-clerical,chess,2/13/2015,NY,total loss,Northbend,1611 Flute St,8,hurricane,other,NO,178800,500000,NO,178800,19173,197973,NO,YES,NO
8075,8075,270545,10/15/2008,IL,1000,2116.495978,0,44423,38,FEMALE,transport-moving,dancing,1/21/2015,SC,total loss,Northbend,1667 Britain Hwy,10,hail,other,NO,210400,1000000,NO,210400,11413,221813,YES,NO,NO
8076,8076,921348,12/18/1997,OH,1000,8784.726656,0,45660,29,MALE,tech-support,movies,1/9/2015,NY,total loss,Springfield,3906 Pine Ridge,3,theft,fire,NO,812800,300000,NO,812800,7378,820178,NO,NO,NO
8077,8077,255580,4/28/2000,IN,1000,2302.059975,0,44689,28,MALE,craft-repair,video-games,1/6/2015,SC,major damage,Arlington,7586 Texas Lane,21,theft,other,NO,234400,500000,NO,172831,1589,174420,NO,YES,NO
8078,8078,857270,8/8/2004,OH,1000,4075.21729,8000000,47548,31,FEMALE,sales,reading,2/24/2015,VA,trivial damage,Columbus,9434 Lincoln Hwy,21,hurricane,other,NO,355400,1000000,NO,59295,170,59465,NO,NO,NO
8079,8079,412112,9/19/2011,IL,500,3994.584022,0,61024,35,FEMALE,adm-clerical,dancing,1/26/2015,WV,major damage,Northbend,8019 5th Ave,0,theft,fire,NO,465200,500000,NO,381174,8742,389916,NO,NO,NO
8080,8080,518244,1/15/1999,OH,500,2876.999516,7000000,45581,49,FEMALE,transport-moving,basketball,2/6/2015,PA,trivial damage,Hillsdale,8023 3rd Hwy,15,theft,ambulance,NO,299400,500000,NO,77212,10180,87392,YES,NO,NO
8081,8081,679507,4/25/2001,IL,1000,2687.225065,0,44171,35,MALE,armed-forces,camping,1/3/2015,SC,minor damage,Riverwood,3409 Sky Hwy,11,theft,ambulance,NO,263000,300000,NO,154859,8550,163409,NO,NO,NO
8082,8082,124505,11/3/2000,OH,500,3089.221933,0,44894,28,FEMALE,tech-support,reading,2/2/2015,NC,total loss,Northbend,1082 4th St,16,fire,fire,NO,337200,1000000,NO,337200,6082,343282,NO,NO,NO
8083,8083,938758,9/25/2004,OH,1000,2778.716135,4000000,47697,37,MALE,armed-forces,basketball,1/30/2015,SC,minor damage,Riverwood,1190 Sky Hwy,11,hurricane,ambulance,NO,318400,300000,NO,179962,1077,181039,NO,NO,NO
8084,8084,263131,1/7/1997,IN,500,1791.604549,0,43083,39,FEMALE,adm-clerical,exercise,1/1/2015,SC,major damage,Hillsdale,7782 Flute Drive,17,fire,police,YES,195400,300000,NO,133547,1158,134705,NO,YES,NO
